,Train MAE,Test MAE,Val MAE,Epoch,Model
0,63.33380275494942,12.828403526464516,12.070991424504172,1,MPNNModel
1,12.84189220157172,4.383089721130073,4.289409795418162,2,MPNNModel
2,3.728379463550698,1.6859038615546966,1.5743527023369455,3,MPNNModel
3,2.6092212586733536,1.6859038615546966,3.7601780953078436,4,MPNNModel
4,3.105717042200073,1.6859038615546966,4.678732403980687,5,MPNNModel
5,2.4043310430636997,1.6859038615546966,3.560663947918145,6,MPNNModel
6,3.6470084991750324,1.6859038615546966,3.613080683893758,7,MPNNModel
7,2.667539199933944,1.3429571320285727,1.2424720549231092,8,MPNNModel
8,4.144901481911463,1.3429571320285727,3.0570382044233124,9,MPNNModel
9,5.384954274406819,1.3429571320285727,5.2380363647573684,10,MPNNModel
10,3.6612655795255065,1.3429571320285727,6.241215116284751,11,MPNNModel
11,7.617689368510543,1.3429571320285727,3.5927505437376466,12,MPNNModel
12,3.361237576082784,1.3429571320285727,1.3866376154528464,13,MPNNModel
13,3.733339747929155,1.3429571320285727,2.630756149444674,14,MPNNModel
14,2.102986925737757,1.3429571320285727,1.4154568997216341,15,MPNNModel
15,2.197413706455613,1.3429571320285727,1.3837826643964928,16,MPNNModel
16,2.103717202005596,1.3429571320285727,1.3157203582120058,17,MPNNModel
17,2.1484777590916293,1.3429571320285727,1.431768309747057,18,MPNNModel
18,2.9745388187102053,1.2567915289102165,1.1762613414103174,19,MPNNModel
19,3.745444070161227,1.2567915289102165,1.5715909161297559,20,MPNNModel
20,3.0817186469019466,1.2567915289102165,4.172712453774044,21,MPNNModel
21,2.2230922234903825,1.2567915289102165,2.109851483200571,22,MPNNModel
22,2.0627017213616243,1.2567915289102165,3.869971751873129,23,MPNNModel
23,2.0386720644393965,1.2567915289102165,2.6987586039040474,24,MPNNModel
24,2.7615726158302967,1.2567915289102165,1.2355209528078586,25,MPNNModel
25,4.240487507057687,1.176748391036149,1.1195465201521155,26,MPNNModel
26,1.8580379552269524,1.176748391036149,1.145401571331353,27,MPNNModel
27,2.529528014280656,1.176748391036149,2.735318870380007,28,MPNNModel
28,2.838246022538351,1.176748391036149,3.161757712880966,29,MPNNModel
29,3.0460026379144507,1.176748391036149,1.499478813903085,30,MPNNModel
30,3.976739203171074,1.176748391036149,3.10065703116027,31,MPNNModel
31,3.1309426874369546,1.176748391036149,1.1280230343929065,32,MPNNModel
32,2.040387492856978,1.176748391036149,1.6826954871562902,33,MPNNModel
33,1.7548218625187968,1.176748391036149,1.1285305218449955,34,MPNNModel
34,2.267479046291884,1.176748391036149,2.9697948758825294,35,MPNNModel
35,2.9496653551476166,1.176748391036149,5.906027461507637,36,MPNNModel
36,3.144570839092491,1.176748391036149,1.7527792602043433,37,MPNNModel
37,3.785923979968148,1.176748391036149,2.955916326327864,38,MPNNModel
38,2.420497808989671,1.176748391036149,1.188841806623736,39,MPNNModel
39,2.1798803593814515,1.0042841195769072,0.9532690547369971,40,MPNNModel
40,1.5645351167953592,1.0042841195769072,1.3835950424812111,41,MPNNModel
41,1.7061986878403668,1.0042841195769072,1.7615646609825453,42,MPNNModel
42,1.9431608952328863,1.0042841195769072,1.321120703602072,43,MPNNModel
43,2.6103493282531716,1.0042841195769072,1.327489272861058,44,MPNNModel
44,1.6444237428222894,1.0042841195769072,2.6265469736653597,45,MPNNModel
45,2.4017318994432917,0.9934956953930185,0.9472498719034523,46,MPNNModel
46,2.271203158468907,0.9934956953930185,1.0374566994130319,47,MPNNModel
47,2.556851616008947,0.9934956953930185,1.0954278164309235,48,MPNNModel
48,1.573900430438982,0.9934956953930185,0.9979573395011461,49,MPNNModel
49,1.5491351273420995,0.9934956953930185,1.2075583002543802,50,MPNNModel
50,1.7147828361148651,0.9934956953930185,1.0101427821983844,51,MPNNModel
51,1.9454315102339506,0.9934956953930185,2.9523845614470874,52,MPNNModel
52,1.7918861289194572,0.9934956953930185,1.4037872561680271,53,MPNNModel
53,1.528676723430289,0.9934956953930185,1.081170761746726,54,MPNNModel
54,1.5129081801467363,0.9934956953930185,1.8298717958880175,55,MPNNModel
55,1.5213721890506766,0.9934956953930185,1.132868178812741,56,MPNNModel
56,1.6088163892327656,0.9934956953930185,1.46936387425573,57,MPNNModel
57,1.6088895629959035,0.9934956953930185,1.222370601639959,58,MPNNModel
58,1.4990385188496784,0.9934956953930185,0.9632167021922877,59,MPNNModel
59,2.8522531860267506,0.9934956953930185,3.6761050535540276,60,MPNNModel
60,2.502419948747346,0.9934956953930185,2.084850834361438,61,MPNNModel
61,1.8532680980196272,0.9921477077499269,0.9249851626568827,62,MPNNModel
62,1.8242380559077254,0.9921477077499269,0.9779273702446463,63,MPNNModel
63,1.568906655829018,1.0275736695680864,0.9180655382536902,64,MPNNModel
64,2.2195078332622624,1.0275736695680864,1.9183888686407964,65,MPNNModel
65,1.4909814577064249,1.0275736695680864,1.0330960105352214,66,MPNNModel
66,3.1988145061492768,1.0275736695680864,4.635398057881247,67,MPNNModel
67,2.643156712926257,1.0275736695680864,2.8981567004631303,68,MPNNModel
68,1.8658486839117285,1.0275736695680864,3.260588019058622,69,MPNNModel
69,2.6035792163679563,1.0275736695680864,1.135708317821249,70,MPNNModel
70,1.4852543720380331,1.0275736695680864,1.6032911003223194,71,MPNNModel
71,1.2958675258966668,0.9267667720096597,0.7978041838542581,72,MPNNModel
72,1.2890765290184243,0.8848635605621687,0.7764530611302465,73,MPNNModel
73,1.6004734124886522,0.8848635605621687,0.9961760035289332,74,MPNNModel
74,1.315942401174986,0.8848635605621687,0.9448880300733257,75,MPNNModel
75,1.0790521596642095,0.7616856150574737,0.7657330933903238,76,MPNNModel
76,1.1362970497649234,0.7616856150574737,2.000859824160637,77,MPNNModel
77,2.185246812979054,0.7616856150574737,1.2743508776126824,78,MPNNModel
78,2.1193473450551195,0.7616856150574737,1.1175573405080241,79,MPNNModel
79,1.5742454356895654,0.7616856150574737,1.899279958215253,80,MPNNModel
80,1.4557739306618451,0.7616856150574737,0.7775267022730682,81,MPNNModel
81,1.1875451721864145,0.7616856150574737,1.706298360683648,82,MPNNModel
82,1.4395965638083128,0.7616856150574737,2.730558016030072,83,MPNNModel
83,1.364496365154247,0.7616856150574737,1.1691260547767133,84,MPNNModel
84,1.5303093197032789,0.7616856150574737,2.0991337990819527,85,MPNNModel
85,1.7663105766442955,0.7616856150574737,1.0834747070602595,86,MPNNModel
86,1.8337624625578968,0.7616856150574737,0.910532855928825,87,MPNNModel
87,1.2270888247547924,0.7320293265239077,0.7176743436035852,88,MPNNModel
88,1.1029351301205288,0.7320293265239077,0.8155773182954694,89,MPNNModel
89,1.340585842439112,0.7320293265239077,1.6286893912724085,90,MPNNModel
90,1.7235705669297932,0.7320293265239077,1.1571053552803734,91,MPNNModel
91,1.5894202347653603,0.7320293265239077,1.7190552113091417,92,MPNNModel
92,1.285632012721167,0.7320293265239077,2.126724503310443,93,MPNNModel
93,2.0089673940989665,0.7320293265239077,0.96418666039488,94,MPNNModel
94,1.1313301700962755,0.7320293265239077,1.1458297267629596,95,MPNNModel
95,1.1176824593144823,0.7320293265239077,1.3507087694600297,96,MPNNModel
96,1.4819793995382133,0.7320293265239077,1.6407380651664265,97,MPNNModel
97,2.456983182944688,0.7320293265239077,1.284293208363021,98,MPNNModel
98,1.2948794078815606,0.7320293265239077,1.3833405507609176,99,MPNNModel
99,2.0048718820098754,0.7320293265239077,2.7135281812381273,100,MPNNModel
100,1.6903056027698697,0.7320293265239077,1.2362346634488974,101,MPNNModel
101,1.3175581060038077,0.7320293265239077,2.22669348781332,102,MPNNModel
102,1.372152930205325,0.7320293265239077,1.6719112817583413,103,MPNNModel
103,1.1968649763139083,0.7320293265239077,1.2300627859942432,104,MPNNModel
104,1.2305424279594963,0.8185932125727918,0.7162930799528883,105,MPNNModel
105,1.1592507876598181,0.8185932125727918,1.661806710247923,106,MPNNModel
106,0.9327550597654815,0.8185932125727918,0.7597871861727954,107,MPNNModel
107,1.1999152011073722,0.8185932125727918,1.574287686588729,108,MPNNModel
108,1.188959686408919,0.8185932125727918,0.7449229071880209,109,MPNNModel
109,1.1434527011377855,0.8185932125727918,1.146882227635736,110,MPNNModel
110,1.0127565726211825,0.8185932125727918,0.837554601245913,111,MPNNModel
111,1.1879666154747268,0.8185932125727918,0.9397895499109634,112,MPNNModel
112,1.1328145054642236,0.8185932125727918,0.8946224782854465,113,MPNNModel
113,0.9811207805175461,0.8185932125727918,0.8259004084347504,114,MPNNModel
114,1.216014791930236,0.8185932125727918,0.9972757755829196,115,MPNNModel
115,0.9767847118351701,0.749243499158503,0.7060113640254354,116,MPNNModel
116,1.1216821478283474,0.749243499158503,1.6523251750786316,117,MPNNModel
117,1.1317080523829912,0.749243499158503,0.789805120802278,118,MPNNModel
118,0.9133983833767984,0.749243499158503,0.8944796080072525,119,MPNNModel
119,0.9903336076624604,0.749243499158503,0.9531455685205648,120,MPNNModel
120,1.6010436779739845,0.749243499158503,1.9569688644902459,121,MPNNModel
121,1.088090379888498,0.749243499158503,1.0487180518105699,122,MPNNModel
122,0.9037735919226705,0.749243499158503,1.1783122126692034,123,MPNNModel
123,1.3535722100401428,0.749243499158503,1.03650382836464,124,MPNNModel
124,1.0426449954811006,0.749243499158503,1.3996112555118616,125,MPNNModel
125,1.0597512902166206,0.749243499158503,1.6855241615196754,126,MPNNModel
126,1.2537475609135391,0.749243499158503,0.7764149462354595,127,MPNNModel
127,1.191328480983304,0.749243499158503,0.9246299349028488,128,MPNNModel
128,0.8403751367435055,0.749243499158503,0.7127866887400303,129,MPNNModel
129,1.1428539298228828,0.749243499158503,0.76257122744774,130,MPNNModel
130,1.0882141803362004,0.749243499158503,1.8124642558579374,131,MPNNModel
131,1.197259661645201,0.6545105433871603,0.6507032186233351,132,MPNNModel
132,1.211138566228342,0.6545105433871603,1.0388226197124115,133,MPNNModel
133,1.0253573173483181,0.6545105433871603,1.3409225284466015,134,MPNNModel
134,1.168627770821492,0.6545105433871603,0.7943133596569446,135,MPNNModel
135,0.8800823768296903,0.6545105433871603,0.8113135131709094,136,MPNNModel
136,1.1973286357616628,0.6545105433871603,1.7610380809588972,137,MPNNModel
137,0.9473574928924043,0.6545105433871603,1.773252922325886,138,MPNNModel
138,1.036295061041028,0.6545105433871603,1.2155140955459895,139,MPNNModel
139,1.0042413021787198,0.6545105433871603,1.130189819142149,140,MPNNModel
140,1.0895587653086434,0.6545105433871603,0.7361550768607943,141,MPNNModel
141,0.9747659063766662,0.6545105433871603,0.886834246257843,142,MPNNModel
142,1.1669761214168164,0.6545105433871603,0.7816217667950786,143,MPNNModel
143,1.0902973309999544,0.6545105433871603,0.9402457650365501,144,MPNNModel
144,1.177003356004247,0.6545105433871603,0.7750487377490903,145,MPNNModel
145,0.895901978006485,0.6545105433871603,0.74214638108984,146,MPNNModel
146,0.894876765858372,0.6545105433871603,0.7107226433131495,147,MPNNModel
147,0.8905767839330762,0.6545105433871603,0.7854373734719647,148,MPNNModel
148,0.8598512004777881,0.6820571136561943,0.5945294870825236,149,MPNNModel
149,0.9880698249720788,0.6820571136561943,1.0574038982244547,150,MPNNModel
150,1.0164570629248366,0.6820571136561943,0.6167944407668607,151,MPNNModel
151,0.8517292523493305,0.6820571136561943,0.6543689263718468,152,MPNNModel
152,0.9646131426373697,0.6820571136561943,0.9863819319185952,153,MPNNModel
153,1.1373879828642866,0.6820571136561943,0.9548562111085271,154,MPNNModel
154,1.1397296164418411,0.6820571136561943,1.3444188331148308,155,MPNNModel
155,0.9937817900313752,0.6820571136561943,0.9887349651805286,156,MPNNModel
156,1.0031787956510367,0.6820571136561943,0.8337363401804064,157,MPNNModel
157,1.1033067881044214,0.6820571136561943,0.9236136556699358,158,MPNNModel
158,1.0116580717560992,0.6820571136561943,0.6026913259416965,159,MPNNModel
159,0.9879680197304072,0.6820571136561943,1.3129700388520809,160,MPNNModel
160,1.1794705123881408,0.6820571136561943,0.758557530459512,161,MPNNModel
161,1.0365522858929321,0.6820571136561943,0.6716432029684188,162,MPNNModel
162,1.2369125426436955,0.6820571136561943,1.6623570428693235,163,MPNNModel
163,1.0605687431542723,0.6820571136561943,0.8341283184554189,164,MPNNModel
164,0.8799651894942597,0.6820571136561943,0.6896780139119755,165,MPNNModel
165,0.9549764873122476,0.6820571136561943,1.0951433099549392,166,MPNNModel
166,0.8748349646099596,0.6820571136561943,0.7412622676694335,167,MPNNModel
167,0.7922564195082136,0.6820571136561943,0.6063655795428553,168,MPNNModel
168,0.7909143563695964,0.6532071877966871,0.5799740922128038,169,MPNNModel
169,0.8555217936665616,0.6532071877966871,0.7686085764116841,170,MPNNModel
170,0.9342497545779175,0.6532071877966871,0.6340351678027308,171,MPNNModel
171,0.8747483104387367,0.6532071877966871,0.6766255796689705,172,MPNNModel
172,0.780578018355155,0.6532071877966871,0.9014560368847965,173,MPNNModel
173,0.8196392594459327,0.6532071877966871,0.9426017045387494,174,MPNNModel
174,0.926860093223109,0.6532071877966871,0.748392101799326,175,MPNNModel
175,1.001919314710097,0.6532071877966871,1.0288801569803594,176,MPNNModel
176,1.1574584942089214,0.6532071877966871,0.7871875755598979,177,MPNNModel
177,0.8819817120035458,0.6532071877966871,0.8627255460605245,178,MPNNModel
178,0.8971354627548999,0.6532071877966871,0.6554300489977662,179,MPNNModel
179,0.8659593597056835,0.6532071877966871,0.6359360198962865,180,MPNNModel
180,0.745620066742821,0.6532071877966871,0.8117614751085273,181,MPNNModel
